Clase,Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región,Categoría,Sello_calidad
Tinto,Casar de Burbia,2013,1638158,Hombros 2013,3.7,98,17.5,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Viña Ijalba,2012,98255,Reserva 2012,3.7,146,15.4,Rioja,Reserva,Denominación de Origen
Tinto,Solar de Samaniego,2006,1423732,Gran Reserva 2006,3.8,33,18.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Bodegas Cosme Palacio,2000,2260236,Glorioso  Rioja Crianza 2000,3.9,25,15.0,Rioja,Crianza,Denominación de Origen
Tinto,Áster,2000,1188776,Crianza 2000,4.0,50,15.0,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Torre de Oña,2004,1101044,Barón de Oña Rioja Reserva 2004,3.9,28,16.0,Rioja,Reserva,Denominación de Origen
Tinto,Bodega Sommos,2015,3641081,Colección Merlot 2015,4.0,254,17.09,Somontano,Reserva,Denominación de Origen
Tinto,Buil & Giné,2013,85496,Giné Giné 2013,3.9,526,16.94,Priorato,Gran Reserva,Denominación de Origen
Tinto,Diez Caballero,2017,1514638,Tempranillo Crianza 2017,3.6,170,16.08234781830075,Rioja,Crianza,Denominación de Origen
Tinto,Canyelles I Batle,2018,2639721,Pecat 2018,4.2,86,17.78,Mallorca,Crianza,Sin denominación
Tinto,Pere Seda,2016,1636887,Gvivm Merlot - Callet 2016,4.0,40,17.97,Plà i Llevant,Reserva,Denominación de Origen
Tinto,Viñedos Hermanos Hernáiz,2016,1176174,Finca La Emperatriz Finca La Emperatriz Reserva 2016,3.8,132,19.0,Rioja Alta,Reserva,Sin denominación
Tinto,Can Xanet,2017,2305925,Xanet 2017,3.9,93,16.23,Mallorca,Crianza,Sin denominación
Tinto,Pere Seda,2016,2500862,Mossèn Alcover Negre 2016,3.7,42,17.75,Plà i Llevant,Reserva,Denominación de Origen
Tinto,Tianna Negre,2016,1788240,Ses Nines Selecció 07/9 2016,4.0,156,19.45,Binissalem-Mallorca,Reserva,Denominación de Origen
Tinto,Dominio del Bendito,2011,1205497,Las Sabias 2011,4.2,236,18.7,Toro,Gran Reserva,Denominación de Origen
Tinto,Escoda-Sanahuja,2020,1221554,Nas del Gegant 2020,4.0,180,16.15,Conca de Barberà,Roble,Denominación de Origen
Tinto,Bodegas Estraunza,2007,1897366,Solar de Estraunza Reserva 2007,4.3,90,15.303,Rioja,Reserva,Denominación de Origen
Tinto,Son Prim,2016,1183252,Cup 2016,3.9,143,17.88,Mallorca,Reserva,Sin denominación
Tinto,Quinta Sardonia,2007,1137635,QS2 2007,4.0,125,18.5,Castilla y León,Gran Reserva,Sin denominación
Tinto,Bodegueros Quinta Esencia,2014,1206120,Sofros 2014,4.1,30,15.0,Toro,Gran Reserva,Denominación de Origen
Tinto,Castaño,2012,1137120,Solanera Viñas Viejas 2012,3.7,2684,19.95,Yecla,Gran Reserva,Denominación de Origen
Tinto,Celler Aixalà Alcait,2017,2477058,Les Clivelles de Torroja 2017,4.0,82,15.8,Priorato,Crianza,Denominación de Origen
Tinto,Finca La Viajera,2010,2531534,Crianza 2010,3.6,35,17.85,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Orben,2010,77816,Orben 2010,3.8,230,19.95,Rioja,Gran Reserva,Denominación de Origen
Tinto,Casa Rojo,2015,2237000,The Invisible Man 2015,3.4,529,19.15,Rioja Alta,Reserva,Sin denominación
Tinto,Casa Rojo,2016,5645354,Ladrón Mencia 2016,3.6,270,18.5,Bierzo,Reserva,Denominación de Origen
Tinto,Paisajes,2007,58664,Valsalado Rioja 2007,3.8,62,18.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Más Que Vinos,2016,1593270,El Señorito de Ercavio 2016,4.0,64,15.9,Castilla,Reserva,Sin denominación
Tinto,Bodegas Amaren,2013,2063980,Ángeles de Amaren Tempranillo - Graciano 2013,4.1,700,19.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Dominio do Bibei,2015,1151535,Lalama 2015,3.9,1371,17.5,Ribeira Sacra,Reserva,Denominación de Origen
Tinto,Fuentespina,2014,3611492,Reserva 2014,3.7,158,16.0,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Bodegas Carramimbre,2012,1154408,Carramimbre Reserva 2012,4.2,51,19.5,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Bodegueros Quinta Esencia,2011,1206120,Sofros 2011,3.9,95,15.8,Toro,Gran Reserva,Denominación de Origen
Tinto,Vinyes Tortuga,2020,7405276,Hurdy Gurdy 2020,4.0,26,18.4,Cataluña,Roble,Denominación de Origen
Tinto,VALENCISO,2006,1171210,Rioja Reserva 2006,3.9,469,16.4,Rioja,Reserva,Denominación de Origen
Tinto,Finca Villacreces,2010,96045,Ribera del Duero 2010,4.0,195,19.7,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,El Escocés Volante,2010,5388910,Dos Dedos de Frente 2010,3.9,118,19.61,Aragón,Gran Reserva,Sin denominación
Tinto,Finca Moncloa,2018,1186088,Viñedos Propios 2018,4.1,122,15.37,Cádiz,Crianza,Sin denominación
Tinto,Cerro Bercial,2015,1701505,Ladera Los Cantos 2015,3.8,75,17.9,Utiel-Requena,Reserva,Denominación de Origen
Tinto,Sierra Salinas,2011,1190555,Mira 2011,3.9,218,17.29,Alicante,Gran Reserva,Denominación de Origen
Tinto,Alegre Valgañón,2016,6667541,Garnacha 2016,3.7,32,19.95,Rioja,Reserva,Denominación de Origen
Tinto,Can Ràfols dels Caus,2008,1230693,Gran Caus 2008,3.8,131,19.95,Penedès,Gran Reserva,Denominación de Origen
Tinto,Fariña,2014,5716019,75 Aniversario 2014,4.0,302,19.0,Toro,Gran Reserva,Denominación de Origen
Tinto,Bodegas Frontonio,2013,4829875,Telescópico Garnacha 2013,3.7,62,16.9,Valdejalón,Gran Reserva,Sin denominación
Tinto,l'Infernal Combier Fischer Gerin,2015,1186293,Riu Rouge 2015,4.0,246,19.14,Priorato,Reserva,Denominación de Origen
Tinto,Sota els Àngels,2014,4359974,Arketipo 2014,4.0,60,18.68,Empordà,Gran Reserva,Denominación de Origen
Tinto,Costers del Sió,2012,1603859,Alto Siós 2012,3.9,308,16.93,Costers del Segre,Gran Reserva,Denominación de Origen
Tinto,Vinyes Domenech,2019,1198698,Furvus 2019,4.1,192,16.5,Montsant,Roble,Denominación de Origen
Tinto,Luis Cañas,2012,86877,Rioja Reserva 2012,4.0,3009,15.5,Rioja,Reserva,Denominación de Origen
Tinto,Raúl Pérez,2012,1808511,Ultreia Saint Jacques Mencía 2012,4.0,190,19.9,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Valdemonjas,2019,1908619,Entre Palabras 2019,4.1,41,18.0,Ribera del Duero,Roble,Denominación de Origen
Tinto,Tinto Pesquera,2010,2317863,Crianza 2010,3.9,1828,19.48,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Campillo,2010,77036,Reserva Rioja 2010,3.8,714,15.42,Rioja,Reserva,Denominación de Origen
Tinto,Testuan,2015,7444736,Set de Fosc 2015,4.2,32,17.0,Montsant,Reserva,Denominación de Origen
Tinto,Comando G,2018,1370085,El Hombre Bala 2018,3.7,354,16.625,Madrid,Crianza,Denominación de Origen
Tinto,Marques de Vargas,2012,1138894,Reserva 2012,4.0,639,18.9,Rioja,Reserva,Denominación de Origen
Tinto,La Rioja Alta,2010,1216811,Viña Alberdi Crianza 2010,3.9,1165,17.95,Rioja,Crianza,Denominación de Origen
Tinto,Puente del Ea,2017,3804997,Vino de Autor Tempranillo 2017,4.2,27,19.9,Rioja,Crianza,Denominación de Origen
Tinto,Bodegas Lunares,2015,1305627,Altocielo 2015,4.0,77,16.7,Málaga,Reserva,Denominación de Origen
Tinto,Castillo Perelada,2012,99336,Finca Malaveïna 2012,4.2,631,17.84,Empordà,Gran Reserva,Denominación de Origen
Tinto,Valtravieso,2016,1930424,Tinta Fina Ribera del Duero VT 2016,4.2,144,19.5,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Pago de Los Capellanes,2010,16226,Crianza Tinto 2010,4.0,1480,17.3,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Juan Gil,2010,5282020,Jumilla Silver Label 2010,4.0,65,19.95,Jumilla,Gran Reserva,Denominación de Origen
Tinto,Figuero,2018,1155267,Ribera Del Duero 4 Meses en Barrica (Roble) 2018,3.8,196,15.99,Ribera del Duero,Roble,Denominación de Origen
Tinto,Bodegas La Horra,2011,1214002,Corimbo 2011,3.9,1134,17.5,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Terroir Al Límit Soc. Lda,2017,4429593,Historic Tinto 2017,3.6,460,18.36,Priorato,Crianza,Denominación de Origen
Tinto,Pago del Cielo,2019,1181892,Celeste Roble 2019,3.7,1346,17.6,Ribera del Duero,Roble,Denominación de Origen
Tinto,La Rioja Alta,2007,7976,Viña Alberdi Reserva 2007,3.9,2046,15.0,Rioja,Reserva,Denominación de Origen
Tinto,Baltasar Gracián,2016,4405660,El Héroe Garnacha Viñas Viejas 2016,3.8,588,17.62,Aragón,Reserva,Sin denominación
Tinto,Binigrau,2018,3661374,Obac Black Label 2018,4.1,406,18.95,Mallorca,Crianza,Sin denominación
Tinto,Finca Collado,2017,3279759,Delit Plaer de Monastrell 2017,4.0,211,15.9,Valencia,Crianza,Denominación de Origen
Tinto,Alfredo Arribas,2018,3662162,Gotes del Priorat 2018,3.9,187,17.5,Priorato,Crianza,Denominación de Origen
Tinto,Escoda-Sanahuja,2019,1221554,Nas del Gegant 2019,4.1,292,15.2,Conca de Barberà,Roble,Denominación de Origen
Tinto,Pepe Mendoza Casa Agrícola,2018,8950244,La Viña de Madaras 2018,3.8,60,17.95,Alicante,Crianza,Denominación de Origen
Tinto,Quinta Sardonia,2016,4418279,Sardón 2016,3.7,744,16.17424694869104,Castilla y León,Reserva,Sin denominación
Tinto,Costerduo,2016,6721516,Tinto 2016,4.2,115,18.66,Priorato,Reserva,Denominación de Origen
Tinto,Bodegas Jalón,2019,1322409,Peña Aldera Crianza 2019,3.9,111,15.9,Rioja,Crianza,Denominación de Origen
Tinto,Losada,2018,1176060,Altos de Losada 2018,4.2,453,15.6,Bierzo,Crianza,Denominación de Origen
Tinto,Artadi,2018,49744,Viñas de Gain 2018,4.0,709,19.95,Vino de España,Crianza,Sin denominación
Tinto,Teso La Monja,2014,1115654,Almiréz 2014,3.8,1275,17.9,Toro,Gran Reserva,Denominación de Origen
Tinto,Arzuaga,2020,6744781,Laderas del Norte 2020,4.0,62,15.08,Ribera del Duero,Roble,Denominación de Origen
Tinto,El Coto,2014,8623,Coto de Imaz Rioja Gran Reserva 2014,4.1,1358,15.62,Rioja,Gran Reserva,Denominación de Origen
Tinto,Miguel Merino,2019,1213064,Viñas Jóvenes 2019,4.1,105,15.9,Rioja,Roble,Denominación de Origen
Tinto,Guimaro,2019,6170275,Camiño Real 2019,4.0,370,15.85,Ribeira Sacra,Roble,Denominación de Origen
Tinto,Bodega Elias Mora,2015,3600740,Descarte 2015,4.2,313,19.2,Toro,Reserva,Denominación de Origen
Tinto,Luis Cañas,2014,1994535,Reserva Selección de la Familia 2014,4.3,1043,18.38,Rioja,Reserva,Denominación de Origen
Tinto,Guimaro,2018,6170275,Camiño Real 2018,3.8,370,16.055,Ribeira Sacra,Crianza,Denominación de Origen
Tinto,Carlos Serres,2014,1409166,Rioja Gran Reserva 2014,4.0,78,18.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Abel Mendoza Monge,2017,1221602,Jarrarte 2017,3.8,125,18.15,Rioja,Crianza,Denominación de Origen
Tinto,Envínate,2020,4615984,Benje 2020,3.7,184,17.0,Islas Canarias,Roble,Vino de Calidad
Tinto,Enrique Mendoza,2016,82952,Estrecho Monastrell 2016,3.9,344,19.6,Alicante,Reserva,Denominación de Origen
Tinto,Finca Moncloa,2017,1186088,Viñedos Propios 2017,4.1,645,15.0,Cádiz,Crianza,Sin denominación
Tinto,Barcolobo,2015,1196051,Victoria 2015,4.0,194,15.8131,Castilla y León,Reserva,Sin denominación
Tinto,Casa Rojo,2017,2022621,MMM Macho Man 2017,4.0,3062,16.9,Jumilla,Crianza,Denominación de Origen
Tinto,Tinto Pesquera,2016,2317863,Crianza 2016,4.1,6345,17.8,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Ferratus,2016,4781778,Ferratus AØ 2016,3.8,172,19.8939,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Castaño,2015,3297938,Santa 2015,4.0,235,16.055,Yecla,Reserva,Denominación de Origen
Tinto,Mas Doix,2019,1126523,Les Crestes 2019,3.9,661,15.95,Priorato,Roble,Denominación de Origen
Tinto,Acustic Celler,2016,80369,Braó Vinyes Velles de 60 Ans 2016,4.1,439,19.08,Montsant,Reserva,Denominación de Origen
Tinto,Ànima Negra,2018,86683,AN/2 2018,4.0,2196,16.95,Mallorca,Crianza,Sin denominación
Tinto,Bodegas La Horra,2017,1214002,Corimbo 2017,4.1,351,17.74,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Bodegas Valduero,2016,23109,Ribera Del Duero Crianza 2016,4.0,1323,18.95,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Resalte,2017,7177726,Origen de Resalte 2017,4.1,315,18.21057,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Domaines Lupier,2017,1214722,El Terroir 2017,3.9,202,18.95,Navarra,Crianza,Denominación de Origen
Tinto,La Rioja Alta,2011,7974,Viña Arana Reserva 2011,4.1,1191,15.4,Rioja,Reserva,Denominación de Origen
Tinto,Muga,2018,1849316,Reserva 2018,4.1,983,19.95,Rioja,Reserva,Denominación de Origen
Tinto,Bodegas La Horra,2014,1214002,Corimbo 2014,4.0,1210,19.95,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Muga,2016,1849316,Reserva 2016,4.1,4524,19.99,Rioja,Reserva,Denominación de Origen
Tinto,Muga,2017,1849316,Reserva 2017,4.1,3101,17.9,Rioja,Reserva,Denominación de Origen
Tinto,Protos,2014,1132696,Reserva 5 Año 2014,4.2,893,19.53,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Terroir Al Límit Soc. Lda,2018,4429593,Historic Tinto 2018,3.8,682,17.336666666666666,Priorato,Crianza,Denominación de Origen
Tinto,Bodega Juan Carlos Sancha,2017,1931355,Peña el Gato Garnacha 2017,3.8,115,18.0,Rioja,Crianza,Denominación de Origen
Tinto,Contino,2016,1225001,Reserva 2016,4.2,434,19.98,Rioja,Reserva,Denominación de Origen
Tinto,Tomàs Cusiné,2017,1106662,Geol 2017,3.9,245,18.38,Costers del Segre,Crianza,Denominación de Origen
Tinto,Remelluri,2013,89013,Rioja Reserva 2013,4.2,2280,19.35,Rioja,Reserva,Denominación de Origen
Tinto,Cepa 21,2016,97712,Ribera del Duero Tinto 2016,4.0,2397,18.5,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Quinta de la Quietud,2016,8051266,Reserva Tinto 2016,4.2,363,18.85,Toro,Reserva,Denominación de Origen
Tinto,Matarromera,2017,12264,Crianza 2017,4.2,1278,16.88,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Finca La Capilla,2016,1710574,La Capilla Crianza 2016,3.9,478,17.5,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Valderiz,2017,1155151,Tinto 2017,4.1,699,19.51,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Terroir Sense Fronteres,2018,6260550,Negre de Montsant 2018,3.9,318,15.675,Montsant,Crianza,Denominación de Origen
Tinto,Balmoral,2017,3750245,Maravides 12 Meses 2017,3.9,195,16.3232,Castilla,Crianza,Sin denominación
Tinto,Bodegas El Sequé,2018,6739432,El Sequé 2018,4.2,290,16.45,Alicante,Crianza,Denominación de Origen
Tinto,Olivier Rivière,2018,3505802,Rioja Gabaxo 2018,3.7,483,17.15,Rioja,Crianza,Denominación de Origen
Tinto,Celler del Roure,2019,1958423,Maduresa 2019,3.8,163,16.15,Valencia,Roble,Denominación de Origen
Tinto,Castillo Perelada,2017,99336,Finca Malaveïna 2017,4.3,736,19.25,Empordà,Crianza,Denominación de Origen
Tinto,Los Aguilares,2018,1719892,Pago El Espino 2018,4.1,717,19.95,Sierras de Málaga,Crianza,Denominación de Origen
Tinto,Laventura,2016,5251851,Tempranillo 2016,3.6,48,18.8737,Rioja,Reserva,Denominación de Origen
Tinto,Paisajes,2014,58664,Valsalado Rioja 2014,3.9,68,17.58,Rioja,Gran Reserva,Denominación de Origen
Tinto,Pago de la Oliva,2017,7957854,Coupage 2017,3.8,49,16.55,Castilla y León,Crianza,Sin denominación
Tinto,Casa de la Ermita,2014,1847,Petit Verdot 2014,3.3,29,19.4,Jumilla,Gran Reserva,Denominación de Origen
Tinto,Aba Solleira,2018,6325341,Mencia 2018,3.9,69,15.0,Ribeira Sacra,Crianza,Denominación de Origen
Tinto,César Principe,2014,1625766,Tinto 2014,4.1,173,18.95,Cigales,Gran Reserva,Denominación de Origen
Tinto,Balbas,2014,2421812,Ribera del Duero Crianza 2014,3.7,433,15.26,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Enrique Mendoza,2014,1350435,Shiraz Alicante 2014,3.9,514,15.66,Alicante,Gran Reserva,Denominación de Origen
Tinto,La Veguilla,2014,1677645,Crianza 2014,3.5,549,15.9,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Adega Ponte da Boga,2018,2396074,Bancales Olvidados Mencía 2018,3.6,189,16.0,Ribeira Sacra,Crianza,Denominación de Origen
Tinto,Valdemonjas,2018,1908619,Entre Palabras 2018,4.2,66,18.0,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Mas Doix,2013,1126523,Les Crestes 2013,3.8,535,16.85,Priorato,Gran Reserva,Denominación de Origen
Tinto,Tobelos,2015,2121005,Garnacha 2015,4.0,74,17.15,Rioja,Reserva,Denominación de Origen
Tinto,Forjas del Salnés,2016,1569627,Goliardo Tinto (Bastión de la Luna) 2016,3.8,143,15.5,Rías Baixas,Reserva,Denominación de Origen
Tinto,Viña Pomal,2014,3128992,Reserva 106 Barricas 2014,4.1,375,15.95,Rioja,Reserva,Denominación de Origen
Tinto,Carchelo,2008,1223412,Sierva 2008,3.5,63,16.5,Jumilla,Gran Reserva,Denominación de Origen
Tinto,Carvajal,2015,3671431,Cobijado 2015,3.9,274,16.95,Cádiz,Reserva,Sin denominación
Tinto,Estefanía,2012,1140758,Tilenus Pagos de Posada Bierzo Mencia 2012,3.9,255,16.245,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Binitord,2016,2565649,Ciutat de Parella 2016,4.1,58,19.0,Isla de Menorca,Reserva,Sin denominación
Tinto,Morosanto,2017,1324171,Lunera 2017,3.9,29,16.4,Sierras de Málaga,Crianza,Denominación de Origen
Tinto,Enate,2012,9057,Reserva Cabernet Sauvignon 2012,4.0,604,16.2,Somontano,Reserva,Denominación de Origen
Tinto,Más Que Vinos,2015,84515,Ercavio Tempranillo Roble 2015,3.8,486,18.5,Castilla,Roble,Sin denominación
Tinto,Más Que Vinos,2014,5342613,Garnacha de la Madre 2014,3.5,108,17.5,Castilla,Gran Reserva,Sin denominación
Tinto,Alfredo Arribas,2015,2550311,Trossos Vells 2015,4.0,85,19.5,Montsant,Reserva,Denominación de Origen
Tinto,Bodegas 6º Elemento - Vino Sexto Elemento,2019,3621986,David & Goliath 2019,4.2,87,17.65,Utiel-Requena,Roble,Denominación de Origen
Tinto,Cosmic,2016,2465660,Passió Marcelan 2016,3.8,44,18.5,Penedès,Reserva,Denominación de Origen
Tinto,Arrayán,2011,1596815,Premium 2011,4.2,64,19.9,Méntrida,Gran Reserva,Denominación de Origen
Tinto,Clos Lentiscus,2018,9128422,Wow Wow Tinto 2018,3.8,83,16.3,Penedès,Crianza,Denominación de Origen
Tinto,Bodega Monasterio de Corias,2013,1469500,Corias Guilfa Verdejo Negro - Carrasquín 2013,3.6,37,15.3,Cangas,Gran Reserva,Vino de Calidad
Tinto,Joan Rubió,2019,7401200,Ull de Llebre 2019,3.6,39,16.65,Penedès,Roble,Denominación de Origen
Tinto,Fredi Torres,2016,2846034,Classic 2016,3.9,268,16.9,Priorato,Reserva,Denominación de Origen
Tinto,Daterra Viticultores,2018,4693692,Portela do Vento 2018,3.8,251,15.95,Ribeira Sacra,Crianza,Denominación de Origen
Tinto,Martí Fabra,2018,1100210,Masia Carreras Negre 2018,4.3,158,15.81,Empordà,Crianza,Denominación de Origen
Tinto,Viñas del Vero,2013,1428416,Gran Vos Reserva Somontano 2013,3.9,682,15.95,Somontano,Reserva,Denominación de Origen
Tinto,Puiggros,2014,1213863,Sentits Negres Vinyes Velles Garnatxa Negra 2014,4.2,74,16.2,Cataluña,Gran Reserva,Denominación de Origen
Tinto,Vinsnus,2018,6138042,SiurAlta Morat 2018,3.8,46,17.05,Montsant,Crianza,Denominación de Origen
Tinto,Tobia,2015,1235914,Alma Tobía Rioja 2015,4.5,73,16.0,Rioja,Reserva,Denominación de Origen
Tinto,Montecillo,1998,1100227,Rioja Crianza 1998,3.6,31,15.0,Rioja,Crianza,Denominación de Origen
Tinto,Campillo,2005,1207136,Crianza Rioja 2005,3.5,42,17.0,Rioja,Crianza,Denominación de Origen
Tinto,Murua,2016,1814122,VS Rioja Tempranillo 2016,3.8,236,15.7,Rioja,Reserva,Denominación de Origen
Tinto,Vinícola Real,2014,1149000,Cueva del Monge Rioja 2014,4.2,57,18.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Jaume de Puntiró,2015,2141044,Carmesi 2015,3.6,30,17.93,Binissalem-Mallorca,Reserva,Denominación de Origen
Tinto,Galmés I Ribot,2012,2432546,Petit Som Red 2012,3.4,32,15.65,Mallorca,Gran Reserva,Sin denominación
Tinto,Biniagual,2013,4658372,Memòries de Biniagual 2013,3.8,284,17.92,Binissalem-Mallorca,Gran Reserva,Denominación de Origen
Tinto,Finca Sandoval,2011,1126960,Signo Bobal de Manchuela 2011,3.7,140,18.57,Manchuela,Gran Reserva,Denominación de Origen
Tinto,Viña Eizaga,2017,2707997,La Cabra 2017,3.8,83,16.9,Rioja,Crianza,Denominación de Origen
Tinto,Heras Cordon,2014,1478457,Rioja Vendimia Seleccionada 2014,3.8,674,18.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Bodegas Amaren,2012,3949815,Tempranillo - Garnacha Crianza 2012,3.8,636,18.0,Rioja,Crianza,Denominación de Origen
Tinto,Cune (CVNE),1998,49644,Reserva 1998,3.9,27,19.0,Rioja,Reserva,Denominación de Origen
Tinto,Cal Grau,2015,3387575,La Petite Agnès 2015,3.7,713,16.9,Priorato,Reserva,Denominación de Origen
Tinto,4 Kilos Vinícola,2015,98839,12 Volts 2015,3.9,858,17.0,Binissalem-Mallorca,Reserva,Denominación de Origen
Tinto,Chozas Carrascal,2017,1246946,Las Ocho (8) Tinto 2017,4.2,687,19.3838,Utiel-Requena,Crianza,Denominación de Origen
Tinto,Puiggros,2016,1213863,Sentits Negres Vinyes Velles Garnatxa Negra 2016,4.0,36,18.15,Cataluña,Reserva,Denominación de Origen
Tinto,Casa Gran del Siurana,2016,4647636,La Fredat Garnatxa Priorat 2016,4.1,164,19.76,Priorato,Reserva,Denominación de Origen
Tinto,Bodegas Reyes,2018,77835,Teófilo Reyes Crianza 2018,4.1,27,16.19,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Casa Castillo,2010,98813,Valtosca Syrah 2010,3.7,145,16.5,Jumilla,Gran Reserva,Denominación de Origen
Tinto,Finca Collado,2018,3279759,Delit Plaer de Monastrell 2018,4.1,79,15.9,Valencia,Crianza,Denominación de Origen
Tinto,Viñas del Cénit,2014,1638094,Vía Cenit 2014,4.0,216,15.9,Tierra del Vino de Zamora,Gran Reserva,Denominación de Origen
Tinto,Carlos Moro,2015,4544612,Oinoz Tempranillo Crianza 2015,3.9,1149,19.832688,Rioja,Crianza,Denominación de Origen
Tinto,Clos Galena,2017,1189245,Formíga de Vellut 2017,4.0,581,16.22118,Priorato,Crianza,Denominación de Origen
Tinto,Baron de Ley,2000,21584,Rioja Reserva 2000,3.7,211,18.0,Rioja,Reserva,Denominación de Origen
Tinto,El Lagar de Isilla,2017,1143927,Crianza 2017,3.7,63,15.15,Ribera del Duero,Crianza,Denominación de Origen
