Clase,Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región,Categoría,Sello_calidad
Tinto,Tamaral,2013,1219110,Ribera del Duero Reserva 2013,4.1,324,38.8,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Acustic Celler,2016,1993972,Etern Vinyes Molt Velles 2016,4.5,33,45.0,Priorato,Reserva,Denominación de Origen
Tinto,Artuke,2013,1408586,K4 Rioja 2013,4.0,28,42.1,Rioja,Gran Reserva,Denominación de Origen
Tinto,Viñas del Vero,2013,1158235,Secastilla 2013,4.0,358,23.3,Somontano,Gran Reserva,Denominación de Origen
Tinto,Celler de Capçanes,2018,1117429,Flor de Primavera Peraj Ha'abib 2018,4.3,143,27.5,Montsant,Crianza,Denominación de Origen
Tinto,Pepe Mendoza Casa Agrícola,2018,5903001,Tinto 2018,3.8,229,23.0,Alicante,Crianza,Denominación de Origen
Tinto,Valdubon,2005,1375237,Honoris 2005,4.3,38,35.0,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Valtravieso,2010,1171623,Ribera del Duero Vendimia Seleccionada VT 2010,4.0,70,28.0,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Valtravieso,2010,1930424,Tinta Fina Ribera del Duero VT 2010,4.0,114,28.0,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Marqués de Riscal,1996,1135982,Rioja Gran Reserva 1996,4.4,38,38.12,Rioja,Gran Reserva,Denominación de Origen
Tinto,Tentenublo,2016,2031969,Rioja 2016,3.7,287,33.3,Rioja,Reserva,Denominación de Origen
Tinto,Masia Serra,2015,1486461,IO 2015,3.7,83,26.5,Empordà,Reserva,Denominación de Origen
Tinto,Batlliu de Sort,2019,1420689,Biu Negre 2019,3.6,62,20.85,Costers del Segre,Roble,Denominación de Origen
Tinto,Vinsnus,2016,7286268,No.6 InSTabile 2016,4.0,44,21.9,Priorato,Reserva,Denominación de Origen
Tinto,Leda,2009,1164218,Viñas Viejas Tempranillo 2009,4.0,92,35.3,Castilla y León,Gran Reserva,Sin denominación
Tinto,Escoda-Sanahuja,2019,1802845,Coll del Sabater 2019,4.2,168,21.1,Conca de Barberà,Roble,Denominación de Origen
Tinto,Troç d'En Ros,2015,3952282,La Bèstia Negra 2015,3.8,59,21.8,Empordà,Reserva,Denominación de Origen
Tinto,Les Cousins Marc & Adrià,2014,1215716,Sagesse 2014,4.2,102,22.7,Priorato,Gran Reserva,Denominación de Origen
Tinto,Matarromera,2014,12262,Ribera del Duero Prestigio 2014,4.4,434,41.32,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Marco Abella,2017,1773989,Mas Mallola 2017,4.0,196,23.95,Priorato,Crianza,Denominación de Origen
Tinto,Valdemonjas,2019,2100753,Los Tres Dones 2019,4.4,41,34.95,Ribera del Duero,Roble,Denominación de Origen
Tinto,Gratavinum,2019,1611041,Silvestris Priorat 2019,4.1,51,23.96,Priorato,Roble,Denominación de Origen
Tinto,Dominio de Tares,2008,85515,Tares P.3 2008,4.3,71,47.1,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Marqués de Cáceres,1985,10249,Rioja Reserva 1985,4.4,39,45.0,Rioja,Reserva,Denominación de Origen
Tinto,Black Slate,2017,1471142,La Vilella Alta (Vi di la Vila) 2017,4.2,311,45.45,Priorato,Crianza,Denominación de Origen
Tinto,Dominio de Es,2011,2022997,Viñas Viejas de Soria Ribera Del Duero 2011,4.6,42,40.0,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Miguel Merino,2000,23348,Gran Reserva 2000,4.3,25,48.81,Rioja,Gran Reserva,Denominación de Origen
Tinto,Bodegas Valduero,2015,23109,Ribera Del Duero Crianza 2015,3.9,1274,34.95,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Bodegas Valdemar,2005,1405161,Inspiración Graciano 2005,4.0,96,30.9,Rioja,Gran Reserva,Denominación de Origen
Tinto,Bernabeleva,2014,1569983,Garnacha de Viña Bonita 2014,3.6,43,45.0,Madrid,Gran Reserva,Denominación de Origen
Tinto,Campillo,2010,77034,Reserva Especial Rioja 2010,4.3,96,23.95,Rioja,Reserva,Denominación de Origen
Tinto,Bodegas Cosme Palacio,2014,2162184,Cosme Palacio Reserva Viñedos Viejos 2014,4.1,207,22.6,Rioja,Reserva,Denominación de Origen
Tinto,Condado de Haza,1996,1126813,Crianza Ribera del Duero 1996,3.8,74,35.95,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Tinto Pesquera,2018,6858808,MXI Selección de Barricas 2018,4.2,339,22.8,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Laudum,1988,5764375,Fondillón Gran Reserva 1988,4.3,26,34.9,Valencia,Gran Reserva,Denominación de Origen
Tinto,Oxer Wines,2013,1917038,Suzzane Rioja 2013,3.9,25,44.93867476085181,Rioja,Gran Reserva,Denominación de Origen
Tinto,Genium,2010,97166,Costers 2010,3.9,58,34.73787128752962,Priorato,Gran Reserva,Denominación de Origen
Tinto,Eguren Ugarte,2001,17490,Martin Cendoya Reserva 2001,4.0,43,20.5,Rioja,Reserva,Denominación de Origen
Tinto,Pittacum,2011,1425807,Aurea 2011,4.2,321,34.9,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Oxer Wines,2018,2557797,Artillero 2018,4.2,28,42.18170084914311,Rioja,Crianza,Denominación de Origen
Tinto,Vegalfaro,2015,2802810,Pago de los Balagueses Syrah 2015,4.0,327,24.90466433576859,Utiel-Requena,Reserva,Denominación de Origen
Tinto,Campillo,1996,77036,Reserva Rioja 1996,4.1,59,45.0,Rioja,Reserva,Denominación de Origen
Tinto,Finca Valpiedra,1995,74426,Rioja Reserva 1995,3.9,61,41.0,Rioja,Reserva,Denominación de Origen
Tinto,Bodegas Valdemar,2001,15488,Conde de Valdemar Reserva 2001,3.8,60,22.0,Rioja,Reserva,Denominación de Origen
Tinto,Luis Cañas,2011,86878,Crianza 2011,3.7,3273,21.0,Rioja,Crianza,Denominación de Origen
Tinto,Finca Valpiedra,2005,74424,Rioja Cantos de Valpiedra 2005,3.3,27,44.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Monte Real,2014,6871209,Reserva de Familia 2014,3.9,574,21.0,Rioja,Reserva,Denominación de Origen
Tinto,La Vicalanda,2004,1126221,Reserva 2004,4.1,90,27.0,Rioja,Reserva,Denominación de Origen
Tinto,La Vicalanda,2001,1126221,Reserva 2001,3.9,51,34.0,Rioja,Reserva,Denominación de Origen
Tinto,Campillo,2010,77035,Reserva Selecta Rioja 2010,3.9,323,25.0,Rioja,Reserva,Denominación de Origen
Tinto,Jiménez-Landi,2017,1165915,Sotorrondero 2017,3.6,82,27.11024346513555,Méntrida,Crianza,Denominación de Origen
Tinto,Vegalfaro,2015,5012107,Pago de los Balagueses Garnacha Tintorera - Merlot 2015,4.0,69,24.90466433576859,Valencia,Reserva,Denominación de Origen
Tinto,Baigorri,2016,6111381,Finca La Quintanilla 2016,4.0,57,20.83,Rioja,Reserva,Denominación de Origen
Tinto,Allende,2005,77130,Rioja 2005,3.9,312,49.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Bruma del Estrecho,2017,5439116,Parcela Vereda 2017,3.7,51,23.8937739014754,Jumilla,Crianza,Denominación de Origen
Tinto,Museum,2001,2100126,Reserva 2001,4.1,53,30.0,Cigales,Reserva,Denominación de Origen
Tinto,Viña Pomal,1999,1126214,Reserva 1999,3.5,25,42.0,Rioja,Reserva,Denominación de Origen
Tinto,El Vínculo,2002,1206528,Tinto 2002,3.7,88,48.0,La Mancha,Gran Reserva,Denominación de Origen
Tinto,Matarredonda,2002,1177979,Libranza 2002,4.0,53,41.0,Toro,Gran Reserva,Denominación de Origen
Tinto,El Sacramento,2011,1901028,Tinto 2011,4.1,97,41.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Cune (CVNE),2000,49644,Reserva 2000,3.7,48,48.0,Rioja,Reserva,Denominación de Origen
Tinto,Finca Valpiedra,2004,74426,Rioja Reserva 2004,4.0,95,22.0,Rioja,Reserva,Denominación de Origen
Tinto,Lan,2001,88835,Viña Lanciano Reserva 2001,4.0,48,47.0,Rioja,Reserva,Denominación de Origen
Tinto,Ondarre,2001,76324,Rioja Reserva 2001,3.8,75,30.0,Rioja,Reserva,Denominación de Origen
Tinto,Pittacum,2014,1230412,La Prohibición Garnacha Tintorera 2014,3.9,116,38.04623998158006,Castilla y León,Gran Reserva,Sin denominación
Tinto,Tentenublo,2016,4152842,Escondite del Ardacho Las Guillermas 2016,4.1,55,40.0,Rioja,Reserva,Denominación de Origen
Tinto,Martin Berdugo,2014,1150140,Crianza 2014,3.8,288,45.4,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Clos Mogador,2016,5529189,Com Tu 2016,4.1,311,38.0,Montsant,Reserva,Denominación de Origen
Tinto,Meritxell Pallejà,2014,4030538,"Magran - Partida ""Les Manyetes"" 2014",3.8,56,35.66,Priorato,Gran Reserva,Denominación de Origen
Tinto,Volver,2014,2652371,Triga 2014,4.3,1116,30.67,Alicante,Gran Reserva,Denominación de Origen
Tinto,Bodega Rento,2014,1244873,Tinto 2014,4.5,209,37.13,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,La Loba,2018,2259778,Tinto 2018,4.2,35,25.5,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Ignios Orígenes,2014,2659127,Baboso Negro 2014,4.1,60,40.9,Islas Canarias,Gran Reserva,Vino de Calidad
Tinto,Algueira,2018,1177818,Risco (Merenzao) 2018,3.8,33,31.0,Ribeira Sacra,Crianza,Denominación de Origen
Tinto,Pago de Los Capellanes,2015,1166594,Parcela El Nogal Tinto 2015,4.5,1450,45.9,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Hugas de Batlle,2012,2471786,Coma Fredosa 2012,3.9,206,37.0,Empordà,Gran Reserva,Denominación de Origen
Tinto,Casa Gran del Siurana,2014,4647636,La Fredat Garnatxa Priorat 2014,4.1,117,23.08,Priorato,Gran Reserva,Denominación de Origen
Tinto,Castillo Perelada,2017,3309635,Empordà Aires de Garbet 2017,4.4,105,40.4,Empordà,Crianza,Denominación de Origen
Tinto,Clos d'Agon,2016,1202737,Tinto 2016,4.1,140,40.2,Cataluña,Reserva,Denominación de Origen
Tinto,Izadi,2017,1423563,El Regalo 2017,4.1,418,23.86,Rioja,Crianza,Denominación de Origen
Tinto,Eccoci,2011,1271712,Eccomi Crianza 2011,4.0,130,21.97,Cataluña,Crianza,Denominación de Origen
Tinto,Martín Faixó,2008,1538304,Cadac 2008,4.0,119,30.41,Empordà,Gran Reserva,Denominación de Origen
Tinto,Baigorri,2007,1162101,De Garage Rioja 2007,4.0,228,30.91,Rioja,Gran Reserva,Denominación de Origen
Tinto,Artuke,2016,1595263,Finca de los Locos Rioja 2016,3.9,159,20.62,Rioja,Reserva,Denominación de Origen
Tinto,Ferrer Bobet,2014,1198951,Priorat 2014,4.1,395,32.46,Priorato,Gran Reserva,Denominación de Origen
Tinto,Gratavinum,2016,1611041,Silvestris Priorat 2016,3.9,94,22.35,Priorato,Reserva,Denominación de Origen
Tinto,Bruno Murciano,2016,1510219,El Sueño de Bobal 2016,4.2,70,24.5,Utiel-Requena,Reserva,Denominación de Origen
Tinto,Maius,2017,1210382,Assemblage Priorat 2017,3.7,208,20.0,Priorato,Crianza,Denominación de Origen
Tinto,Olivardots,2012,1406998,Gresa Expressió 2012,4.2,231,26.77,Empordà,Gran Reserva,Denominación de Origen
Tinto,Bodegas Valduero,2012,1415247,Ribera Del Duero Reserva Premium 6 Anos 2012,4.5,534,48.5,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Meritxell Pallejà,2017,1125482,Nita Priorat 2017,3.7,135,28.45,Priorato,Crianza,Denominación de Origen
Tinto,Baigorri,2016,97075,Reserva Rioja Tempranillo 2016,4.2,127,22.25,Rioja,Reserva,Denominación de Origen
Tinto,Finca Valpiedra,2009,74426,Rioja Reserva 2009,3.9,1122,23.05,Rioja,Reserva,Denominación de Origen
Tinto,Altanza,1999,22141,Rioja Reserva 1999,3.4,27,22.0,Rioja,Reserva,Denominación de Origen
Tinto,Ferrer Bobet,2013,1173927,Priorat Vinyes Velles 2013,4.3,754,49.9,Priorato,Gran Reserva,Denominación de Origen
Tinto,Ferrer Bobet,2016,1173927,Priorat Vinyes Velles 2016,4.3,882,33.95,Priorato,Reserva,Denominación de Origen
Tinto,Alonso del Yerro,2015,75016,Ribera del Duero 2015,4.1,721,20.805,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Alonso del Yerro,2011,75016,Ribera del Duero 2011,4.0,979,24.9,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Alonso del Yerro,2008,75016,Ribera del Duero 2008,3.9,187,41.0,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Viñedos Hermanos Hernáiz,2013,1176165,Finca La Emperatriz Cepas Viejas Garnacha 2013,4.0,175,21.4,Rioja,Gran Reserva,Denominación de Origen
Tinto,Arizcuren,2015,3534109,Solo Mazuelo 2015,3.6,100,24.5,Rioja,Reserva,Denominación de Origen
Tinto,Matarromera,2015,12264,Crianza 2015,4.1,4520,20.7,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Conreria d'Scala Dei,2016,1182451,Iugiter 2016,4.0,41,25.7,Priorato,Reserva,Denominación de Origen
Tinto,Muga,2011,1724002,Crianza 2011,3.8,2074,24.0,Rioja,Crianza,Denominación de Origen
Tinto,Muga,2003,1724002,Crianza 2003,4.0,96,31.0,Rioja,Crianza,Denominación de Origen
Tinto,Can Ràfols dels Caus,2006,1442975,Ad Fines 2006,3.4,26,26.55,Cataluña,Gran Reserva,Denominación de Origen
Tinto,Cims de Porrera,2000,91755,Solanes Priorat 2000,4.0,37,42.8,Priorato,Gran Reserva,Denominación de Origen
Tinto,Bodegas Valduero,2015,1218067,Ribera del Duero Una Cepa I 2015,4.3,1700,25.95,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Abadía Retuerta,2015,2388758,Selección Especial 2015,4.3,5226,24.95,Sardón de Duero,Reserva,Sin denominación
Tinto,Juan Gil,2016,2839955,Bruto 2016,4.4,209,39.9,Jumilla,Reserva,Denominación de Origen
Tinto,Clos d'Agon,2016,2254128,Amic Red 2016,3.7,74,28.95,Cataluña,Reserva,Denominación de Origen
Tinto,Bodegas San Román,2015,1136158,Tinto 2015,4.3,1877,33.66,Toro,Reserva,Denominación de Origen
Tinto,Bodegas San Román,2010,1136158,Tinto 2010,4.1,988,49.9,Toro,Gran Reserva,Denominación de Origen
Tinto,Pujanza,2012,2306926,Finca Valdepoleo 2012,3.8,208,20.42,Rioja,Gran Reserva,Denominación de Origen
Tinto,Viña Sastre,2012,736563,Ribera del Duero Crianza 2012,3.8,492,39.84,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Finca Villacreces,2010,1141810,Pruno Ribera del Duero 2010,3.8,693,24.9,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Mas d'en Gil,2014,1207249,Coma Vella Priorat 2014,4.2,622,24.8,Priorato,Gran Reserva,Denominación de Origen
Tinto,Bodega Matador,2014,5319849,Ai Weiwei 2014,3.8,27,40.25,Valencia,Gran Reserva,Denominación de Origen
Tinto,Sedella,2015,1419967,Red Blend (Las Vinuelas de la Axarquia) 2015,3.5,27,20.4,Sierras de Málaga,Reserva,Denominación de Origen
Tinto,Herència Altés,2019,6170276,La Xalamera 2019,4.1,30,24.2,Terra Alta,Roble,Denominación de Origen
Tinto,Familia Torres,1994,3129085,Gran Coronas Reserva Cabernet Sauvignon 1994,4.1,35,39.0,Penedès,Reserva,Denominación de Origen
Tinto,Fuentespina,2014,1139293,F de Fuentespina 2014,4.1,206,38.8,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Castell d'Encus,2016,1164605,Thalarn 2016,4.1,283,33.9,Costers del Segre,Reserva,Denominación de Origen
Tinto,Finca Manzanos,2009,1687667,Reserva 2009,4.0,34,49.95,Rioja,Reserva,Denominación de Origen
Tinto,Celler del Roure,2016,1958423,Maduresa 2016,3.8,306,38.3,Valencia,Reserva,Denominación de Origen
Tinto,Finca Albret,2017,1449563,La Viña de Mi Madre Reserva 2017,4.2,61,24.95,Navarra,Reserva,Denominación de Origen
Tinto,Pago de Los Capellanes,2014,16223,Reserva Tinto 2014,4.3,1940,45.67386780397413,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Marques de Vargas,2011,3793508,Gran Reserva Rioja 2011,4.3,916,35.01,Rioja,Gran Reserva,Denominación de Origen
Tinto,Can Bas,2015,2778770,Monreal 2015,4.3,52,43.25,Penedès,Reserva,Denominación de Origen
Tinto,Epifanio Rivera,2019,1217701,Erial Tradición Familia 2019,4.4,103,23.9,Ribera del Duero,Roble,Denominación de Origen
Tinto,Pago de Carraovejas,2016,1139434,Tinto 2016,4.5,7623,29.8,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Jiménez-Landi,2015,1183727,Piélago 2015,3.6,114,27.65,Méntrida,Reserva,Denominación de Origen
Tinto,Pujanza,2016,99589,Rioja Norte 2016,4.2,25,49.5,Rioja,Reserva,Denominación de Origen
Tinto,Bodegas Roda,2012,1383553,Roda I Reserva Rioja 2012,4.4,1906,47.01,Rioja,Reserva,Denominación de Origen
Tinto,Quinta Sardonia,2016,1137635,QS2 2016,4.1,543,29.31582259450251,Castilla y León,Reserva,Sin denominación
Tinto,Mas d'en Gil,2015,1207249,Coma Vella Priorat 2015,4.1,375,31.03,Priorato,Reserva,Denominación de Origen
Tinto,Olivier Rivière,2016,3798056,Las Viñas de Eusebio Vendimia Seleccionada 2016,4.1,214,46.45,Rioja,Reserva,Denominación de Origen
Tinto,Viña Pedrosa,2016,1139124,Cepa Gavilán Crianza Ribera del Duero 2016,3.7,1521,22.99,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Finca Torremilanos,2015,1399248,Torremilanos Reserva Ribera del Duero 2015,4.0,410,26.3,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Artífice,2018,4191335,Tinto 2018,3.5,137,21.3,Islas Canarias,Crianza,Vino de Calidad
Tinto,Quinta Sardonia,2014,1135777,QS 2014,4.3,375,29.7,Castilla y León,Gran Reserva,Sin denominación
Tinto,Quinta Sardonia,2015,1135777,QS 2015,4.2,194,31.75,Castilla y León,Reserva,Sin denominación
Tinto,La Rioja Alta,2007,7973,Viña Ardanza Reserva 2007,4.2,9123,23.7,Rioja,Reserva,Denominación de Origen
Tinto,La Rioja Alta,1997,7976,Viña Alberdi Reserva 1997,4.0,46,48.0,Rioja,Reserva,Denominación de Origen
Tinto,Les Cousins Marc & Adrià,2016,1215716,Sagesse 2016,4.0,45,23.9,Priorato,Reserva,Denominación de Origen
Tinto,La Vicalanda,2012,1126221,Reserva 2012,4.1,1204,22.3,Rioja,Reserva,Denominación de Origen
Tinto,Orben,2015,96030,Malpuesto 2015,4.2,174,31.0,Rioja,Reserva,Denominación de Origen
Tinto,Telmo Rodriguez,2015,63074,Pago La Jara 2015,4.0,56,41.325,Toro,Reserva,Denominación de Origen
Tinto,Dominio de Atauta,2017,13651,Dominio de Atauta 2017,4.3,672,22.27,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Casa Castillo,2017,77250,Las Gravas 2017,4.1,345,32.22,Jumilla,Crianza,Denominación de Origen
Tinto,Torre de Oña,2014,5689436,Finca Martelo 2014,4.1,2002,22.5,Rioja,Gran Reserva,Denominación de Origen
Tinto,Ànima Negra,2018,1126961,Àn 2018,4.4,572,39.75,Mallorca,Crianza,Sin denominación
Tinto,Trossos del Priorat,2015,1513447,Lo Món 2015,4.1,302,22.9,Priorato,Reserva,Denominación de Origen
Tinto,Espelt,2015,2810970,Coma Bruna 2015,3.9,143,24.8,Empordà,Reserva,Denominación de Origen
Tinto,Capafons-Ossó,2006,1674690,Mas de Masos 2006,4.3,93,47.5,Priorato,Gran Reserva,Denominación de Origen
Tinto,Valtravieso,2016,1200362,Ribera del Duero Reserva 2016,3.9,152,22.5,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Telmo Rodriguez,2013,63074,Pago La Jara 2013,3.9,78,43.225,Toro,Gran Reserva,Denominación de Origen
Tinto,Marques de Tomares,2010,1155880,Rioja Gran Reserva 2010,4.3,393,24.6,Rioja,Gran Reserva,Denominación de Origen
Tinto,Ramón Bilbao,2015,77026,Mirto 2015,4.3,359,32.85,Rioja,Reserva,Denominación de Origen
Tinto,R. López de Heredia,2005,1662058,Viña Bosconia Reserva 2005,4.1,1907,32.3,Rioja Alta,Reserva,Sin denominación
Tinto,Telmo Rodriguez,2012,62344,Lanzaga Rioja 2012,3.7,267,23.275,Rioja,Gran Reserva,Denominación de Origen
Tinto,Pujanza,2011,99589,Rioja Norte 2011,4.3,107,47.04,Rioja,Gran Reserva,Denominación de Origen
Tinto,Descendientes de J. Palacios,2014,1142267,Villa de Corullón Bierzo 2014,4.0,246,36.95,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Remelluri,2010,2128268,Lindes de Remelluri Viñedos de Labastida 2010,3.7,699,31.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Portal del Priorat,2015,99986,Clos del Portal Somni 2015,4.2,271,42.02,Priorato,Reserva,Denominación de Origen
Tinto,Altanza,2010,22141,Rioja Reserva 2010,3.8,553,35.25,Rioja,Reserva,Denominación de Origen
Tinto,Tinto Pesquera,2017,2317863,Crianza 2017,4.1,3823,27.2,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Losada,2017,1212913,La Bienquerida 2017,4.3,221,26.37,Bierzo,Crianza,Denominación de Origen
Tinto,Olivardots,2013,1406998,Gresa Expressió 2013,4.2,102,20.75,Empordà,Gran Reserva,Denominación de Origen
Tinto,Tinto Pesquera,2017,19481,Reserva 2017,4.2,276,25.46,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Resalte,2014,4426894,Resalte Expresion 2014,4.3,211,34.9,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Vall Llach,2017,1290652,Idus 2017,4.3,184,33.36,Priorato,Crianza,Denominación de Origen
Tinto,Habla,2015,6883505,No. 17 2015,4.2,210,22.75,Extremadura,Reserva,Sin denominación
Tinto,Habla,2016,9132988,No. 20 2016,4.3,162,26.8,Extremadura,Reserva,Sin denominación
Tinto,Bodega Elias Mora,2007,21212,Toro Gran Elías Mora 2007,4.2,62,31.45,Toro,Gran Reserva,Denominación de Origen
Tinto,Dominio de Tares,2011,85501,Bembibre Mencía 2011,4.1,442,22.515,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Bodegas La Horra,2016,2066279,Corimbo I 2016,4.3,239,42.0,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Mas Asturias,2009,2927323,Massuria 2009,4.0,239,22.0,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Hacienda Monasterio,2015,875,Cosecha 2015,4.3,2827,34.95,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Clos Mogador,2017,5529189,Com Tu 2017,4.1,283,34.16,Montsant,Crianza,Denominación de Origen
Tinto,Merum Priorati,2019,3807612,Destí 2019,4.2,66,29.95,Priorato,Roble,Denominación de Origen
Tinto,Artadi,2017,2049180,Valdegines 2017,4.3,254,45.2,Vino de España,Crianza,Sin denominación
Tinto,Teso La Monja,2017,1182681,Victorino 2017,4.4,565,33.03,Toro,Crianza,Denominación de Origen
Tinto,Nin-Ortiz,2019,4447672,Planetes de Nin Garnatxes en Àmfora 2019,3.9,31,24.9,Priorato,Roble,Denominación de Origen
Tinto,Álvaro Palacios,2016,67074,Les Terrasses Laderas de Pizarra 2016,4.2,2599,32.25,Priorato,Reserva,Denominación de Origen
Tinto,Trus,2015,1693425,Reserva 2015,4.0,56,27.44338,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Finca Moncloa,2015,5722893,10 Barricas 2015,4.2,56,31.58,Cádiz,Reserva,Sin denominación
Tinto,Pepe Mendoza Casa Agrícola,2018,7280566,El Veneno 2018,4.1,188,27.0,Alicante,Crianza,Denominación de Origen
Tinto,Enrique Mendoza,2019,82952,Estrecho Monastrell 2019,4.1,36,22.4,Alicante,Roble,Denominación de Origen
Tinto,Finca Sandoval,2016,86265,Manchuela 2016,4.0,26,22.9,Manchuela,Reserva,Denominación de Origen
Tinto,Bodegas Faustino,2016,2027,Faustino de Autor Reserva Especial 2016,3.9,51,29.9,Rioja,Reserva,Denominación de Origen
Tinto,Castillo Perelada,2014,99356,Empordà Gran Claustro 2014,4.4,162,39.9,Empordà,Gran Reserva,Denominación de Origen
Tinto,Raúl Pérez,2015,1671049,Ultreia Valtuille Mencía 2015,4.1,708,36.8,Bierzo,Reserva,Denominación de Origen
Tinto,Jiménez-Landi,2017,1955105,Las Uvas de la Ira 2017,3.8,328,20.045,Méntrida,Crianza,Denominación de Origen
Tinto,Pago de Vallegarcía,2009,1667257,Hipperia Red Blend 2009,4.2,129,25.0,Castilla,Gran Reserva,Sin denominación
Tinto,Vinícola Real,2005,1135848,200 Monges Rioja Reserva 2005,4.2,535,48.0,Rioja,Reserva,Denominación de Origen
Tinto,Vinícola Real,2009,1135848,200 Monges Rioja Reserva 2009,4.3,768,39.5,Rioja,Reserva,Denominación de Origen
Tinto,VALENCISO,2012,1171210,Rioja Reserva 2012,4.1,2090,23.0,Rioja,Reserva,Denominación de Origen
Tinto,La Rioja Alta,2009,7973,Viña Ardanza Reserva 2009,4.3,10416,24.38,Rioja,Reserva,Denominación de Origen
Tinto,R. López de Heredia,2006,9119,Viña Tondonia Reserva 2006,4.2,7407,39.05,Rioja,Reserva,Denominación de Origen
Tinto,La Vizcaína,2017,1736361,El Rapolao (Lomas de Valtuille) 2017,3.9,224,43.95,Bierzo,Crianza,Denominación de Origen
Tinto,Artadi,2017,1160080,Santa Cruz de Artazu 2017,3.9,41,28.05,Navarra,Crianza,Denominación de Origen
Tinto,Azpilicueta,2011,3652647,Origen Crianza 2011,3.7,389,33.0,Rioja,Crianza,Denominación de Origen
Tinto,Remírez de Ganuza,2012,99572,Rioja Reserva 2012,4.5,1165,49.75,Rioja,Reserva,Denominación de Origen
Tinto,Imperial,2014,1137169,Rioja Reserva 2014,4.2,2433,27.5,Rioja,Reserva,Denominación de Origen
Tinto,Chivite,1996,78777,Navarra Reserva Coleccion 125 1996,3.9,62,50.0,Navarra,Reserva,Denominación de Origen
Tinto,Marqués de Cáceres,1970,10249,Rioja Reserva 1970,4.0,30,50.0,Rioja,Reserva,Denominación de Origen
Tinto,Sangenís I Vaqué,2011,96874,Clos Monlleó 2011,4.4,110,50.0,Priorato,Gran Reserva,Denominación de Origen
Tinto,Terra Remota,2016,1948650,Clos Adrien 2016,4.4,53,50.12,Empordà,Reserva,Denominación de Origen
Tinto,Familia Torres,2016,2656,Salmos 2016,4.2,3374,50.16,Priorato,Reserva,Denominación de Origen
Tinto,Benjamin de Rothschild - Vega Sicilia,2015,1921801,Macán Clásico 2015,4.3,2354,50.41,Rioja,Reserva,Denominación de Origen
Tinto,Vall Llach,2019,1794507,Porrera Vi de Vila 2019,4.3,43,50.85,Priorato,Roble,Denominación de Origen
Tinto,Marqués de Riscal,2016,2218,Rioja 150 Aniversario 2016,4.3,91,51.0,Rioja,Reserva,Denominación de Origen
Tinto,Álvaro Palacios,2019,1917453,Vi de Vila Gratallops 2019,4.4,189,51.07,Priorato,Roble,Denominación de Origen
Tinto,Jiménez-Landi,2018,1375903,Ataulfos 2018,4.1,40,51.26,Méntrida,Crianza,Denominación de Origen
Tinto,Venus la Universal,2017,6401245,Venus de la Figuera 2017,4.4,63,51.5,Montsant,Crianza,Denominación de Origen
Tinto,Muga,2014,1126125,Prado Enea Gran Reserva 2014,4.5,1401,51.95,Rioja,Gran Reserva,Denominación de Origen
